start_s,end_s,displacement_mm,duration_s,sample,cycle,phase,alignment_offset_s,R_median_ohm,R_MAD_ohm,plateau_observations,dR_R0_pct,robust_noise_pct_R
55.33,65.268,2.0,9.938000000000002,4,1,Loading,43.6,6077.8671115,61.423398500000076,60,-2.2835638057676926,1.4983271095840924
66.4,76.343,2.5,9.942999999999998,4,1,Loading,43.6,6016.443713,38.511611999999786,60,-3.271093722142726,0.9490210276184742
77.474,87.412,3.0,9.938000000000002,4,1,Loading,43.6,6090.896456,84.84476600000016,60,-2.0740855320361087,2.0652271957059227
88.542,98.483,2.5,9.941000000000003,4,1,Unloading,43.6,5981.25,12.766505999999936,60,-3.836917908113428,0.31644926722006106
99.614,109.546,2.0,9.932000000000002,4,1,Unloading,43.6,5880.366848,18.748196000000462,60,-5.458858945098055,0.47269287968070467
110.677,120.622,1.5,9.944999999999993,4,1,Unloading,43.6,5981.25,44.561192499999834,60,-3.836917908113428,1.104558812965513
121.753,131.686,1.0,9.933000000000007,4,1,Unloading,43.6,5978.064945,56.97891750000008,60,-3.8881253823758595,1.4131151779499465
132.817,142.755,0.5,9.937999999999988,4,1,Unloading,43.6,6103.966597,32.835079000000405,60,-1.8639513557459588,0.7975352969547156
143.687,183.637,0.1,39.94999999999999,4,1,Unloading,43.6,6263.694268,27.15030299999944,60,0.7040578628486331,0.6426405489400104
184.567,194.512,0.5,9.944999999999993,4,2,Loading,43.6,5763.380282,33.41103500000008,60,-7.339701369324741,0.859481728903207
195.643,205.575,1.0,9.931999999999988,4,2,Loading,43.6,5769.463087,18.223971000000347,60,-7.241905544611858,0.46830803832475426
206.706,216.644,1.5,9.938000000000017,4,2,Loading,43.6,5721.028037,18.03003600000011,60,-8.020616297259656,0.46724699128755837
